FECHA HECHO,CANTIDAD,GENERO,Weapon Used,Total domestic violence
2015-10-25,2,F,Using weapons and substances with a certain degree of harm,12.0
2015-10-29,1,F,No Weapon or Substance Used,29.0
2015-10-29,2,M,No Weapon or Substance Used,3.0
2015-11-12,3,F,No Weapon or Substance Used,4.0
2015-11-15,10,F,No Weapon or Substance Used,1.0
2015-12-03,1,M,Using weapons and substances with a certain degree of harm,10.0
2015-12-17,4,F,No Weapon or Substance Used,1.0
2016-01-19,1,F,Unknown,1.0
2016-01-24,1,F,Unknown,1.0
2016-01-26,3,M,No Weapon or Substance Used,1.0
2016-01-31,1,M,Using weapons and substances with a certain degree of harm,23.0
2016-02-10,4,F,Using weapons and substances with a certain degree of harm,2.0
2016-02-16,8,M,No Weapon or Substance Used,1.0
2016-02-26,17,M,No Weapon or Substance Used,1.0
2016-02-27,1,M,Using weapons and substances with a certain degree of harm,14.0
2016-03-09,2,F,Using weapons and substances with a certain degree of harm,12.0
2016-03-11,1,M,Using weapons and substances with a certain degree of harm,13.0
2016-03-17,2,M,No Weapon or Substance Used,1.0
2016-03-25,8,F,Using weapons and substances with a certain degree of harm,1.0
2016-04-08,3,F,No Weapon or Substance Used,4.0
2016-04-11,1,M,No Weapon or Substance Used,15.0
2016-04-19,6,M,No Weapon or Substance Used,1.0
2016-04-29,2,F,Using weapons and substances with a certain degree of harm,7.0
2016-05-19,2,M,No Weapon or Substance Used,3.0
2016-05-22,19,M,No Weapon or Substance Used,1.0
2016-05-28,2,F,No Weapon or Substance Used,6.0
2016-06-02,1,F,Unknown,3.0
2016-06-09,1,M,No Weapon or Substance Used,5.0
2016-06-11,2,F,Using weapons and substances with a certain degree of harm,9.0
2016-06-30,2,F,Using weapons and substances with a certain degree of harm,10.0
2016-07-04,2,M,Using weapons and substances with a certain degree of harm,1.0
2016-07-19,1,M,No Weapon or Substance Used,10.0
2016-07-29,12,F,Using weapons and substances with a certain degree of harm,1.0
2016-07-30,10,F,No Weapon or Substance Used,1.0
2016-09-05,1,M,No Weapon or Substance Used,8.0
2016-09-14,2,F,Using weapons and substances with a certain degree of harm,8.0
2016-09-22,1,M,Using weapons and substances with a certain degree of harm,15.0
2016-10-03,3,F,Using weapons and substances with a certain degree of harm,2.0
2016-10-07,4,M,No Weapon or Substance Used,1.0
2016-10-24,4,F,Using weapons and substances with a certain degree of harm,3.0
2016-11-01,3,M,No Weapon or Substance Used,1.0
2016-11-20,3,F,Using weapons and substances with a certain degree of harm,4.0
2016-11-22,1,F,No Weapon or Substance Used,24.0
2016-12-02,10,F,No Weapon or Substance Used,1.0
2016-12-19,8,F,No Weapon or Substance Used,1.0
2016-12-20,5,F,No Weapon or Substance Used,2.0
2016-12-22,2,F,No Weapon or Substance Used,3.0
2016-12-24,2,M,Using weapons and substances with a certain degree of harm,3.0
2016-12-25,1,F,Using weapons and substances with a certain degree of harm,71.0
2017-01-25,2,M,Using weapons and substances with a certain degree of harm,3.0
2017-02-26,3,F,Using weapons and substances with a certain degree of harm,1.0
2017-03-01,5,M,No Weapon or Substance Used,1.0
2017-03-08,16,M,No Weapon or Substance Used,1.0
2017-03-27,1,F,Unknown,2.0
2017-04-12,6,M,No Weapon or Substance Used,1.0
2017-04-21,4,F,Using weapons and substances with a certain degree of harm,1.0
2017-05-08,7,F,Using weapons and substances with a certain degree of harm,1.0
2017-05-29,2,F,Using weapons and substances with a certain degree of harm,17.0
2017-06-02,4,F,No Weapon or Substance Used,1.0
2017-06-06,3,F,Using weapons and substances with a certain degree of harm,2.0
2017-06-17,4,F,Using weapons and substances with a certain degree of harm,3.0
2017-06-26,4,M,No Weapon or Substance Used,1.0
2017-07-08,2,F,Using weapons and substances with a certain degree of harm,6.0
2017-07-24,6,F,No Weapon or Substance Used,1.0
2017-07-24,3,F,Using weapons and substances with a certain degree of harm,2.0
2017-07-25,1,M,No Weapon or Substance Used,12.0
2017-07-25,3,F,Using weapons and substances with a certain degree of harm,3.0
2017-07-29,8,M,No Weapon or Substance Used,1.0
2017-07-30,10,F,Using weapons and substances with a certain degree of harm,1.0
2017-08-06,2,M,No Weapon or Substance Used,1.0
2017-08-15,8,F,Using weapons and substances with a certain degree of harm,1.0
2017-08-27,1,M,Using weapons and substances with a certain degree of harm,20.0
2017-08-29,4,F,No Weapon or Substance Used,1.0
2017-09-05,3,M,No Weapon or Substance Used,1.0
2017-09-10,6,F,No Weapon or Substance Used,1.0
2017-10-05,7,F,No Weapon or Substance Used,1.0
2017-11-05,1,F,Unknown,7.0
2017-11-30,4,M,Using weapons and substances with a certain degree of harm,1.0
2017-12-02,4,F,Using weapons and substances with a certain degree of harm,2.0
2017-12-04,10,F,Using weapons and substances with a certain degree of harm,1.0
2017-12-04,1,M,Using weapons and substances with a certain degree of harm,10.0
2017-12-04,4,F,Unknown,1.0
2017-12-23,2,M,No Weapon or Substance Used,1.0
2018-01-05,7,F,Using weapons and substances with a certain degree of harm,1.0
2018-01-16,3,F,Using weapons and substances with a certain degree of harm,5.0
2018-01-16,4,F,No Weapon or Substance Used,3.0
2018-01-18,1,M,No Weapon or Substance Used,7.0
2018-03-07,4,F,Using weapons and substances with a certain degree of harm,1.0
2018-03-11,3,F,Using weapons and substances with a certain degree of harm,4.0
2018-03-11,14,F,Using weapons and substances with a certain degree of harm,1.0
2018-03-15,1,M,No Weapon or Substance Used,2.0
2018-04-11,2,M,No Weapon or Substance Used,3.0
2018-04-13,3,M,Using weapons and substances with a certain degree of harm,1.0
2018-04-17,2,F,No Weapon or Substance Used,2.0
2018-04-19,14,F,Using weapons and substances with a certain degree of harm,1.0
2018-04-22,3,F,No Weapon or Substance Used,1.0
2018-05-13,3,F,Using weapons and substances with a certain degree of harm,4.0
2018-06-05,2,F,Unknown,4.0
2018-06-11,8,F,Using weapons and substances with a certain degree of harm,2.0
2018-06-13,6,M,Unknown,1.0
2018-06-13,2,M,Unknown,1.0
2018-07-10,2,F,Unknown,2.0
2018-08-28,1,M,Using weapons and substances with a certain degree of harm,12.0
2018-09-25,4,F,Using weapons and substances with a certain degree of harm,1.0
2018-09-29,5,F,Unknown,1.0
2018-09-30,2,M,Using weapons and substances with a certain degree of harm,3.0
2018-11-11,1,F,Using weapons and substances with a certain degree of harm,35.0
2018-11-13,1,M,Unknown,9.0
2018-11-16,2,F,Unknown,2.0
2018-11-22,4,F,Unknown,3.0
2018-12-05,1,M,Using weapons and substances with a certain degree of harm,13.0
2019-01-05,4,M,Using weapons and substances with a certain degree of harm,1.0
2019-01-14,1,M,Unknown,6.0
2019-01-23,5,M,Unknown,1.0
2019-01-28,1,F,Unknown,10.0
2019-02-06,4,F,Using weapons and substances with a certain degree of harm,2.0
2019-02-10,1,F,Using weapons and substances with a certain degree of harm,55.0
2019-02-11,1,M,Using weapons and substances with a certain degree of harm,20.0
2019-02-12,1,M,No Weapon or Substance Used,5.0
2019-03-05,4,F,Using weapons and substances with a certain degree of harm,2.0
2019-03-17,3,F,Unknown,6.0
2019-03-28,3,F,Unknown,2.0
2019-03-30,3,F,Using weapons and substances with a certain degree of harm,1.0
2019-04-01,1,M,No Weapon or Substance Used,3.0
2019-04-04,12,F,Unknown,1.0
2019-04-26,1,M,Unknown,2.0
2019-05-17,3,F,Using weapons and substances with a certain degree of harm,1.0
2019-05-22,13,M,Unknown,1.0
2019-05-23,3,F,No Weapon or Substance Used,1.0
2019-06-01,9,F,Unknown,1.0
2019-06-02,1,F,Using weapons and substances with a certain degree of harm,47.0
2019-06-16,3,F,Unknown,1.0
2019-06-24,3,M,Using weapons and substances with a certain degree of harm,1.0
2019-06-29,3,M,Using weapons and substances with a certain degree of harm,2.0
2019-07-02,8,F,Unknown,1.0
2019-07-07,3,F,Using weapons and substances with a certain degree of harm,1.0
2019-07-09,2,M,No Weapon or Substance Used,1.0
2019-07-20,16,M,Unknown,1.0
2019-07-20,1,F,Unknown,31.0
2019-07-23,3,F,No Weapon or Substance Used,1.0
2019-07-25,1,M,Unknown,8.0
2019-08-02,2,M,Using weapons and substances with a certain degree of harm,3.0
2019-08-06,5,F,Using weapons and substances with a certain degree of harm,2.0
2019-09-06,6,F,Unknown,1.0
2019-09-13,1,F,Unknown,20.0
2019-09-25,2,M,Using weapons and substances with a certain degree of harm,5.0
2019-10-08,2,F,Using weapons and substances with a certain degree of harm,13.0
2019-10-11,1,M,No Weapon or Substance Used,6.0
2019-10-17,8,F,No Weapon or Substance Used,1.0
2019-10-24,1,M,No Weapon or Substance Used,8.0
2019-10-28,2,M,No Weapon or Substance Used,1.0
2019-11-13,4,M,Using weapons and substances with a certain degree of harm,1.0
2019-11-17,7,F,Unknown,1.0
2019-11-20,2,F,No Weapon or Substance Used,3.0
2020-02-06,2,M,Using weapons and substances with a certain degree of harm,1.0
2020-03-21,2,F,Unknown,2.0
2020-03-29,1,M,No Weapon or Substance Used,4.0
2020-04-18,2,F,Unknown,1.0
2020-04-19,4,M,Unknown,1.0
2020-04-26,1,F,Unknown,76.0
2020-05-11,1,M,Unknown,28.0
2020-06-22,14,F,Unknown,1.0
2020-07-20,1,F,Using weapons and substances with a certain degree of harm,121.0
2020-08-02,1,M,No Weapon or Substance Used,4.0
2020-08-10,2,M,Using weapons and substances with a certain degree of harm,1.0
2020-09-04,2,F,Using weapons and substances with a certain degree of harm,1.0
2020-09-26,1,M,No Weapon or Substance Used,9.0
2020-10-21,1,F,Unknown,64.0
2020-10-26,1,M,Unknown,30.0
2021-01-13,4,F,No Weapon or Substance Used,1.0
2021-01-28,1,M,Using weapons and substances with a certain degree of harm,15.0
2021-01-30,2,M,No Weapon or Substance Used,4.0
2021-02-01,4,F,No Weapon or Substance Used,2.0
2021-03-21,2,F,No Weapon or Substance Used,7.0
2021-03-27,1,M,Using weapons and substances with a certain degree of harm,15.0
2021-04-04,2,F,Using weapons and substances with a certain degree of harm,15.0
2021-04-05,3,F,Using weapons and substances with a certain degree of harm,1.0
2021-04-09,2,M,Using weapons and substances with a certain degree of harm,1.0
2021-04-28,1,M,No Weapon or Substance Used,18.0
2021-05-06,4,M,Using weapons and substances with a certain degree of harm,1.0
2021-05-07,3,F,Using weapons and substances with a certain degree of harm,3.0
2021-05-11,2,M,No Weapon or Substance Used,2.0
2021-05-12,1,F,No Weapon or Substance Used,52.0
2021-05-12,2,F,Using weapons and substances with a certain degree of harm,8.0
2021-06-06,11,F,Using weapons and substances with a certain degree of harm,1.0
2021-06-24,5,F,No Weapon or Substance Used,1.0
2021-06-25,1,M,No Weapon or Substance Used,16.0
2021-06-27,1,M,Using weapons and substances with a certain degree of harm,21.0
2021-07-08,5,F,Using weapons and substances with a certain degree of harm,2.0
2021-07-19,4,M,No Weapon or Substance Used,1.0
2021-07-21,3,F,No Weapon or Substance Used,2.0
2021-07-24,2,M,No Weapon or Substance Used,2.0
2021-08-12,4,F,Using weapons and substances with a certain degree of harm,1.0
2021-08-19,9,M,Using weapons and substances with a certain degree of harm,1.0
2021-08-26,3,F,Using weapons and substances with a certain degree of harm,1.0
2021-09-25,2,F,Using weapons and substances with a certain degree of harm,12.0
2021-10-14,8,F,No Weapon or Substance Used,1.0
2021-10-22,3,M,No Weapon or Substance Used,3.0
2021-10-23,9,M,No Weapon or Substance Used,1.0
2021-11-06,5,F,No Weapon or Substance Used,2.0
2021-11-28,4,M,No Weapon or Substance Used,1.0
2021-12-04,2,F,Using weapons and substances with a certain degree of harm,3.0
2021-12-08,1,M,No Weapon or Substance Used,15.0
2022-01-11,2,M,Using weapons and substances with a certain degree of harm,4.0
2022-01-27,16,M,Using weapons and substances with a certain degree of harm,1.0
2022-02-12,8,F,Using weapons and substances with a certain degree of harm,1.0
2022-02-21,2,M,No Weapon or Substance Used,7.0
2022-02-22,6,F,No Weapon or Substance Used,1.0
2022-03-02,1,F,No Weapon or Substance Used,48.0
2022-03-06,4,M,Using weapons and substances with a certain degree of harm,1.0
2022-04-06,3,M,No Weapon or Substance Used,2.0
2022-04-10,1,F,Using weapons and substances with a certain degree of harm,47.0
2022-04-13,5,F,Using weapons and substances with a certain degree of harm,2.0
2022-05-08,7,F,No Weapon or Substance Used,2.0
2022-05-19,3,F,No Weapon or Substance Used,5.0
2022-05-31,1,M,Using weapons and substances with a certain degree of harm,14.0
2022-06-04,2,F,Using weapons and substances with a certain degree of harm,3.0
2022-07-05,6,M,Using weapons and substances with a certain degree of harm,1.0
2022-07-12,3,F,Using weapons and substances with a certain degree of harm,2.0
2022-07-16,1,F,No Weapon or Substance Used,52.0
2022-07-20,4,F,Using weapons and substances with a certain degree of harm,3.0
2022-07-25,3,F,Using weapons and substances with a certain degree of harm,1.0
2022-09-20,2,F,No Weapon or Substance Used,11.0
2022-09-23,4,M,No Weapon or Substance Used,2.0
2022-09-29,4,M,No Weapon or Substance Used,1.0
2022-10-06,2,F,Using weapons and substances with a certain degree of harm,4.0
2022-10-17,4,F,Using weapons and substances with a certain degree of harm,1.0
2022-10-17,7,F,No Weapon or Substance Used,1.0
2022-10-24,3,F,No Weapon or Substance Used,1.0
2022-11-01,5,F,No Weapon or Substance Used,1.0
2022-11-02,1,F,Using weapons and substances with a certain degree of harm,15.0
2022-11-04,1,F,No Weapon or Substance Used,43.0
2022-12-05,1,M,No Weapon or Substance Used,12.0
2022-12-09,3,F,No Weapon or Substance Used,5.0
2023-01-09,2,M,No Weapon or Substance Used,3.0
2023-01-16,3,F,No Weapon or Substance Used,4.0
2023-02-12,1,M,No Weapon or Substance Used,28.0
2023-02-17,16,F,No Weapon or Substance Used,1.0
2023-02-19,6,F,No Weapon or Substance Used,4.0
2023-02-19,1,M,No Weapon or Substance Used,24.0
2018-04-08,7,F,Unknown,1.0
2018-10-04,6,F,Unknown,1.0
2018-10-11,1,F,Unknown,17.0
2019-03-21,1,F,No Weapon or Substance Used,7.0
2019-06-09,3,F,Unknown,5.0
2019-09-29,1,M,Using weapons and substances with a certain degree of harm,17.0
2019-11-03,5,M,Using weapons and substances with a certain degree of harm,1.0
2020-10-17,5,M,Unknown,1.0
2021-04-15,3,M,Using weapons and substances with a certain degree of harm,1.0
2021-09-15,5,F,Using weapons and substances with a certain degree of harm,1.0
2021-10-19,5,F,No Weapon or Substance Used,1.0
2022-01-14,2,F,Using weapons and substances with a certain degree of harm,10.0
2022-03-14,2,M,No Weapon or Substance Used,5.0
2022-03-23,7,F,No Weapon or Substance Used,2.0
2022-04-27,1,M,No Weapon or Substance Used,23.0
2022-05-15,5,F,No Weapon or Substance Used,2.0
2022-07-26,3,F,Using weapons and substances with a certain degree of harm,1.0
2022-11-19,2,M,Using weapons and substances with a certain degree of harm,2.0
2023-01-11,2,F,No Weapon or Substance Used,6.0
2023-01-14,1,M,No Weapon or Substance Used,13.0
2023-02-13,5,M,No Weapon or Substance Used,2.0
2015-01-08,6,F,Using weapons and substances with a certain degree of harm,2.0
2015-02-05,11,F,Using weapons and substances with a certain degree of harm,1.0
2015-02-13,1,M,Using weapons and substances with a certain degree of harm,21.0
2015-02-15,2,F,No Weapon or Substance Used,5.0
2015-02-22,2,F,Unknown,1.0
2015-02-27,3,M,No Weapon or Substance Used,1.0
2015-03-16,1,F,Unknown,1.0
2015-04-02,4,F,Using weapons and substances with a certain degree of harm,1.0
2015-04-04,3,F,Using weapons and substances with a certain degree of harm,4.0
2015-04-19,8,F,Using weapons and substances with a certain degree of harm,1.0
2015-04-20,1,F,Using weapons and substances with a certain degree of harm,30.0
2015-04-29,3,F,Using weapons and substances with a certain degree of harm,1.0
2015-05-02,11,F,Using weapons and substances with a certain degree of harm,1.0
2015-05-20,3,F,Using weapons and substances with a certain degree of harm,1.0
2015-06-01,9,F,No Weapon or Substance Used,1.0
2015-06-14,1,F,Unknown,2.0
2015-06-23,1,M,No Weapon or Substance Used,3.0
2015-06-27,3,F,Using weapons and substances with a certain degree of harm,2.0
2015-07-03,11,F,Using weapons and substances with a certain degree of harm,1.0
2015-07-06,2,F,No Weapon or Substance Used,8.0
2015-07-09,1,M,Using weapons and substances with a certain degree of harm,13.0
2015-07-10,6,F,Using weapons and substances with a certain degree of harm,1.0
2015-08-04,4,F,No Weapon or Substance Used,1.0
2015-08-23,17,F,No Weapon or Substance Used,1.0
2015-09-02,4,M,No Weapon or Substance Used,3.0
2015-09-16,2,M,Using weapons and substances with a certain degree of harm,1.0
2015-09-19,11,F,Using weapons and substances with a certain degree of harm,1.0
2015-10-04,3,F,Using weapons and substances with a certain degree of harm,7.0
2015-10-19,1,M,No Weapon or Substance Used,11.0
2015-11-03,2,F,Using weapons and substances with a certain degree of harm,10.0
2015-11-06,4,F,No Weapon or Substance Used,1.0
2015-11-06,2,M,Using weapons and substances with a certain degree of harm,3.0
2015-12-12,1,F,Using weapons and substances with a certain degree of harm,53.0
2015-12-29,4,F,No Weapon or Substance Used,2.0
2016-01-05,3,M,Using weapons and substances with a certain degree of harm,2.0
2016-01-14,3,F,No Weapon or Substance Used,4.0
2016-01-22,1,F,No Weapon or Substance Used,25.0
2016-01-24,2,F,No Weapon or Substance Used,3.0
2016-02-08,3,F,No Weapon or Substance Used,1.0
